Orthogroup	GCF_000002945.2_ASM294v3_protein	GCF_000146045.2_R64_protein	GCF_000213175.1_v2.0_protein
OG0002936	NP_596414.1	NP_015147.1	XP_009850984.1
OG0002937	NP_596416.1	NP_009585.1	XP_009848884.1
OG0002938	NP_596418.1	NP_010820.3	XP_009856303.1
OG0002939	NP_596419.1	NP_015481.1	XP_009849420.1
OG0002940	NP_596421.1	NP_011568.3	XP_009853239.1
OG0002941	NP_596423.1	NP_012636.1	XP_009854532.1
OG0002942	NP_596426.1	NP_013667.1	XP_009856155.1
OG0002943	NP_596427.1	NP_015176.1	XP_009847050.1
OG0002944	NP_596440.1	NP_013296.1	XP_009853018.1
OG0002945	NP_596441.2	NP_015358.1	XP_009852720.1
OG0002946	NP_596442.2	NP_012014.1	XP_009847850.1
OG0002947	NP_596450.1	NP_009542.1	XP_009854612.1
OG0002948	NP_596451.1	NP_010760.3	XP_009848684.1
OG0002949	NP_596453.1	NP_010435.1, NP_013237.1	
OG0002950	NP_596459.1	NP_009515.1	XP_009852260.1
OG0002951	NP_596462.1	NP_014817.3	XP_009849840.1
OG0002952	NP_596466.1	NP_012567.3	XP_009851592.1
OG0002953	NP_596472.1	NP_012280.1	XP_009855163.1
OG0002954	NP_596474.2	NP_013383.1	XP_009847673.1
OG0002955	NP_596475.1	NP_013722.1	XP_009850929.1
OG0002956	NP_596477.1	NP_013102.1	XP_009851111.1
OG0002957	NP_596478.2	NP_012709.1	XP_009855752.1
OG0002958	NP_596479.1	NP_012270.1	XP_009856825.1
OG0002959	NP_596481.3	NP_012751.1	XP_009851451.1
OG0002960	NP_596484.1	NP_013106.1	XP_009856888.1
OG0002961	NP_596489.1	NP_010583.1	XP_009850259.1
OG0002962	NP_596491.1		XP_009848473.1, XP_009856879.1
OG0002963	NP_596492.1	NP_015069.1	XP_009847573.1
OG0002964	NP_596493.1	NP_009533.1	XP_009852777.1
OG0002965	NP_596494.2	NP_009807.3	XP_009847413.1
OG0002966	NP_596496.2	NP_010445.1	XP_009856509.1
OG0002967	NP_596497.2	NP_014517.1	XP_009849629.1
OG0002968	NP_596498.1	NP_012964.2	XP_009848220.1
OG0002969	NP_596499.2	NP_012034.1	XP_009854065.1
OG0002970	NP_596504.1	NP_009645.1	XP_009857341.1
OG0002971	NP_596515.1	NP_010723.1	XP_009849720.1
OG0002972	NP_596516.1	NP_012717.1	XP_009850918.1
OG0002973	NP_596521.1	NP_015501.2	XP_009848439.1
OG0002974	NP_596526.1	NP_011308.1	XP_009848092.1
OG0002975	NP_596527.1	NP_014338.3	XP_009856783.1
OG0002976	NP_596529.1	NP_009513.1	XP_009852262.1
OG0002977	NP_596530.1	NP_013531.3	XP_009854561.1
OG0002978	NP_596531.1	NP_009475.1	XP_009851967.1
OG0002979	NP_596538.2	NP_011060.1	XP_009849846.1
OG0002980	NP_596540.1	NP_010611.3	XP_009857213.1
OG0002981	NP_596542.1	NP_010972.1	XP_009847722.1
OG0002982	NP_596543.1	NP_011617.1	XP_009855797.1
OG0002983	NP_596545.1	NP_009761.4	XP_009855054.1
OG0002984	NP_596546.1	NP_012508.1	XP_009850566.1
OG0002985	NP_596550.1	NP_014262.3	XP_009849393.1
OG0002986	NP_596552.1	NP_011362.3	XP_009854530.1
OG0002987	NP_596554.1	NP_011067.3	XP_009853937.1
OG0002988	NP_596555.1	NP_010968.1	XP_009855388.1
OG0002989	NP_596557.1	NP_013115.1	XP_009849952.1
OG0002990	NP_596559.1	NP_009806.3	XP_009849372.1
OG0002991	NP_596561.1	NP_012725.1	XP_009851262.1
OG0002992	NP_596562.2	NP_012961.3	XP_009856850.1
OG0002993	NP_596563.1	NP_015203.1	XP_009854295.1
OG0002994	NP_596564.1		XP_009847312.1, XP_009854296.1
OG0002995	NP_596565.1	NP_011090.3	XP_009856544.1
OG0002996	NP_596566.1	NP_010939.1	XP_009857195.1
OG0002997	NP_596568.1	NP_015106.1	XP_009851149.1
OG0002998	NP_596569.1	NP_009896.2	XP_009854041.1
OG0002999	NP_596571.2	NP_015494.1	XP_009850999.1
OG0003000	NP_596572.1	NP_013818.1	XP_009847304.1
OG0003001	NP_596573.1	NP_013218.1	XP_009856565.1
OG0003002	NP_596574.2	NP_010923.3	XP_009849794.1
OG0003003	NP_596576.1	NP_012674.1	XP_009849530.1
OG0003004	NP_596582.1	NP_009389.3	XP_009856102.1
OG0003005	NP_596583.2	NP_015216.3	XP_009854225.1
OG0003006	NP_596584.1	NP_010400.1	XP_009847364.1
OG0003007	NP_596585.1	NP_010241.1	XP_009849870.1
OG0003008	NP_596587.2	NP_014882.4	XP_009848493.1
OG0003009	NP_596588.1	NP_013542.1	XP_009850969.1
OG0003010	NP_596595.1	NP_011904.1	XP_009855129.1
OG0003011	NP_596596.1	NP_011577.3	XP_009848219.1
OG0003012	NP_596599.1	NP_011955.1	XP_009857309.1
OG0003013	NP_596603.1	NP_012596.3	XP_009847991.1
OG0003014	NP_596604.1	NP_012426.1	XP_009851110.1
OG0003015	NP_596606.1	NP_010775.1	XP_009854615.1
OG0003016	NP_596608.1	NP_010421.1	XP_009852265.1
OG0003017	NP_596609.1	NP_009670.3	XP_009852318.1
OG0003018	NP_596610.1	NP_015443.1	XP_009853534.1
OG0003019	NP_596611.3	NP_010326.1	XP_009850900.1
OG0003020	NP_596612.1	NP_010704.1	XP_009849760.1
OG0003021	NP_596614.1	NP_011314.2	XP_009850178.1
OG0003022	NP_596615.1	NP_878153.1	XP_009854914.1
OG0003023	NP_596617.1	NP_010904.2	XP_009854632.1
OG0003024	NP_596618.1	NP_011674.3	XP_009849751.1
OG0003025	NP_596622.1	NP_012486.3	XP_009850177.1
OG0003026	NP_596625.1	NP_012058.1	XP_009854184.1
OG0003027	NP_596627.1	NP_009929.1	XP_009852612.1
OG0003028	NP_596629.1	NP_010665.3	XP_009850156.1
OG0003029	NP_596630.1	NP_010594.3	XP_009850112.1
OG0003030	NP_596631.1	NP_014561.1	XP_009850160.1
OG0003031	NP_596633.1	NP_015247.1	XP_009857074.1
OG0003032	NP_596634.1	NP_015470.1	XP_009857073.1
OG0003033	NP_596635.1	NP_009755.1	XP_009849884.1
OG0003034	NP_596639.2		XP_009849138.1, XP_009849693.1
OG0003035	NP_596641.1	NP_011009.1	XP_009853326.1
OG0003036	NP_596642.1	NP_011660.1	XP_009853231.1
OG0003037	NP_596644.1	NP_011673.1	XP_009849769.1
OG0003038	NP_596645.1	NP_012672.1	XP_009849318.1
OG0003039	NP_596649.1	NP_013092.1	XP_009856764.1
OG0003040	NP_596651.1	NP_010921.1	XP_009856390.1
OG0003041	NP_596655.1	NP_009361.1	XP_009854224.1
OG0003042	NP_596658.1	NP_009659.3	XP_009847675.1
OG0003043	NP_596659.1	NP_014791.1	XP_009850545.1
OG0003044	NP_596660.1	NP_010578.3	XP_009857191.1
OG0003045	NP_596661.1	NP_010602.3	XP_009854078.1
OG0003046	NP_596664.1	NP_014404.3	XP_009855444.1
OG0003047	NP_596665.1	NP_014985.1	XP_009847422.1
OG0003048	NP_596667.1	NP_013521.3	XP_009849232.1
OG0003049	NP_596668.1	NP_013924.1	XP_009854645.1
OG0003050	NP_596670.1	NP_010532.3	XP_009857000.1
OG0003051	NP_596672.1	NP_013737.1	XP_009849391.1
OG0003052	NP_596675.1	NP_015392.1	XP_009850516.1
OG0003053	NP_596677.1	NP_014875.3	XP_009851940.1
OG0003054	NP_596679.1	NP_013616.1	XP_009856986.1
OG0003055	NP_596683.2	NP_010011.1	XP_009856180.1
OG0003056	NP_596691.1	NP_013794.1	XP_009851547.1
OG0003057	NP_596692.1	NP_013309.1	XP_009854386.1
OG0003058	NP_596693.2	NP_014991.1	XP_009855340.1
OG0003059	NP_596696.1	NP_012481.3	XP_009849874.1
OG0003060	NP_596702.1	NP_012116.1	XP_009854053.1
OG0003061	NP_596705.1	NP_014844.3	XP_009847910.1
OG0003062	NP_596706.2	NP_014122.1	XP_009849958.1
OG0003063	NP_596707.1	NP_015097.1	XP_009849435.1
OG0003064	NP_596708.1	NP_014947.3	XP_009849300.1
OG0003065	NP_596713.1	NP_009551.2	XP_009856798.1
OG0003066	NP_596720.1	NP_010861.3	XP_009852650.1
OG0003067	NP_596721.1	NP_013995.1	XP_009852939.1
OG0003068	NP_596724.1	NP_015279.1	XP_009851595.1
OG0003069	NP_596729.1	NP_011035.1	XP_009854179.1
OG0003070	NP_596730.1	NP_009938.2	XP_009849141.1
OG0003071	NP_596732.1	NP_010376.3	XP_009856396.1
OG0003072	NP_596734.1	NP_014506.1	XP_009853788.1
OG0003073	NP_596735.1	NP_013463.1	XP_009850691.1
OG0003074	NP_596739.1	NP_010769.3	XP_009851290.1
OG0003075	NP_596742.1	NP_010133.1	XP_009855934.1
OG0003076	NP_596743.1	NP_010041.2	XP_009856596.1
OG0003077	NP_596744.1	NP_014644.1	XP_009856134.1
OG0003078	NP_596745.1	NP_014811.3	XP_009849131.1
OG0003079	NP_596748.1	NP_010503.1	XP_009848691.1
OG0003080	NP_596749.1	NP_013099.1	XP_009848602.1
OG0003081	NP_596750.2	NP_116710.1	XP_009853421.1
OG0003082	NP_596751.1	NP_009965.2	XP_009849697.1
OG0003083	NP_596753.1	NP_014793.1	XP_009850534.1
OG0003084	NP_596756.1		XP_009852493.1, XP_009854195.1
OG0003085	NP_596759.1	NP_010172.1	XP_009852183.1
OG0003086	NP_596761.1	NP_013335.1	XP_009850867.1
OG0003087	NP_596763.1	NP_014221.3	XP_009851252.1
OG0003088	NP_596767.1	NP_014119.1	XP_009851518.1
OG0003089	NP_596778.1	NP_010707.3	XP_009855461.1
OG0003090	NP_596779.1	NP_014818.1	XP_009850699.1
OG0003091	NP_596780.1	NP_011562.1	XP_009852330.1
OG0003092	NP_596781.1	NP_013251.1	XP_009851003.1
OG0003093	NP_596783.1	NP_011271.1	XP_009856308.1
OG0003094	NP_596785.1	NP_012173.3	XP_009852451.1
OG0003095	NP_596791.1	NP_013824.1	XP_009850863.1
OG0003096	NP_596794.1	NP_012039.1	XP_009850582.1
OG0003097	NP_596796.1	NP_011389.3	XP_009851366.1
OG0003098	NP_596803.1	NP_012548.1	XP_009857002.1
OG0003099	NP_596805.1	NP_012777.1	XP_009855519.1
OG0003100	NP_596810.1	NP_012989.3	XP_009848293.1
OG0003101	NP_596813.1	NP_010737.1	XP_009853771.1
OG0003102	NP_596818.1	NP_013077.1	XP_009849927.1
OG0003103	NP_596820.1	NP_011551.3	XP_009849468.1
OG0003104	NP_596823.1	NP_012711.1	XP_009850975.1
OG0003105	NP_596824.1	NP_010917.3	XP_009847801.1
OG0003106	NP_596826.1	NP_014113.1	XP_009856650.1
OG0003107	NP_596831.1	NP_015435.1	XP_009856759.1
OG0003108	NP_596832.1	NP_010180.1	XP_009855273.1
OG0003109	NP_596840.1	NP_010247.1, NP_012284.3	
OG0003110	NP_596856.1	NP_009574.1	XP_009849582.1
OG0003111	YP_011104933.1	NP_009309.1, NP_009310.1	
OG0003112	YP_011104937.1	NP_009319.1	XP_009852764.1
OG0003113		NP_001254791.1, NP_878070.1, NP_878160.1	
OG0003114		NP_009484.2, NP_011027.1, NP_013872.1	
OG0003115		NP_009510.1, NP_012649.3	XP_009850587.1
OG0003116		NP_009571.1, NP_012349.2	XP_009849007.1
OG0003117		NP_009609.1	XP_009851101.1, XP_009856862.1
OG0003118		NP_009622.1, NP_010328.3	XP_009856569.1
OG0003119		NP_009708.1, NP_014552.1	XP_009855988.1
OG0003120		NP_009709.1	XP_009848232.1, XP_009854611.1
OG0003121		NP_009742.1, NP_015238.1	XP_009856991.1
OG0003122		NP_009798.3, NP_012432.1	XP_009854501.1
OG0003123		NP_009800.1, NP_011411.3	XP_009847425.1
OG0003124		NP_009845.2	XP_009849609.1, XP_009851041.1
OG0003125		NP_009867.1, NP_009869.3	XP_009855441.1
OG0003126		NP_009880.2, NP_010819.1	XP_009851365.1
OG0003127		NP_009904.2, NP_065436.1	XP_009847359.1
OG0003128		NP_010100.1, NP_010152.1	XP_009857245.1
OG0003129		NP_010289.3	XP_009852564.1, XP_009852877.1
OG0003130		NP_010362.3, NP_011077.1	XP_009847895.1
OG0003131		NP_010381.1, NP_011096.1	XP_009852600.1
OG0003132		NP_010417.3, NP_013209.1	XP_009851702.1
OG0003133		NP_010434.1	XP_009848391.1, XP_009855445.1
OG0003134		NP_010573.3	XP_009849466.1, XP_009853308.1
OG0003135		NP_010589.3, NP_011921.1, NP_011923.2	
OG0003136		NP_010603.3, NP_010919.1	XP_009854523.1
OG0003137		NP_010662.3	XP_009854635.1, XP_009856495.1
OG0003138		NP_010703.1	XP_009849565.1, XP_009853903.1
OG0003139		NP_010891.1	XP_009850461.1, XP_009853735.1
OG0003140		NP_010984.3, NP_012211.2	XP_009856388.1
OG0003141		NP_011065.1, NP_012204.3, NP_878173.1	
OG0003142		NP_011263.2	XP_009854173.1, XP_009855950.1
OG0003143		NP_011382.1, NP_015108.1	XP_009850944.1
OG0003144		NP_011401.1	XP_009852058.1, XP_009855874.1
OG0003145		NP_011518.1, NP_013428.1	XP_009854259.1
OG0003146		NP_011626.1	XP_009849153.1, XP_009857199.1
OG0003147		NP_011657.1, NP_015483.1	XP_009847415.1
OG0003148		NP_011795.1, NP_014035.1	XP_009852967.1
OG0003149		NP_011999.2, NP_014255.1	XP_009851315.1
OG0003150		NP_012011.1	XP_009850487.1, XP_009852191.1
OG0003151		NP_012149.1, NP_014340.1, NP_014636.1	
OG0003152		NP_012164.1, NP_012250.3, NP_012642.1	
OG0003153		NP_012197.1	XP_009848499.1, XP_009853250.1
OG0003154		NP_012235.3, NP_015066.1, NP_015396.1	
OG0003155		NP_012442.1	XP_009848853.1, XP_009854385.1
OG0003156		NP_012588.1, NP_013666.1	XP_009854508.1
OG0003157		NP_012641.2	XP_009847363.1, XP_009856150.1
OG0003158		NP_012687.3	XP_009849919.1, XP_009852801.1
OG0003159		NP_012705.1	XP_009847310.1, XP_009848931.1
OG0003160		NP_012789.2, NP_013833.1	XP_009847641.1
OG0003161		NP_012851.1, NP_013769.1	XP_009855769.1
OG0003162		NP_012934.1	XP_009850015.1, XP_009856094.1
OG0003163		NP_012992.1	XP_009853656.1, XP_009856156.1
OG0003164		NP_013089.1, NP_013120.1	XP_009856063.1
OG0003165		NP_013178.1	XP_009852257.1, XP_009853495.1
OG0003166		NP_013253.1, NP_014304.1, NP_014735.1	
OG0003167		NP_013279.1, NP_013280.1	XP_009848127.1
OG0003168		NP_013288.1, NP_014121.1	XP_009856530.1
OG0003169		NP_013332.1	XP_009850419.1, XP_009851231.1
OG0003170		NP_013338.1, NP_014714.1, NP_014835.3	
OG0003171		NP_013386.1, NP_014823.3	XP_009851071.1
OG0003172		NP_013556.3	XP_009851115.1, XP_009855293.1
OG0003173		NP_013829.1, NP_013895.1, NP_014525.1	
OG0003174		NP_013837.1, NP_014390.2	XP_009849758.1
OG0003175		NP_013976.1	XP_009852290.1, XP_009855538.1
OG0003176		NP_013980.1, NP_015059.1	XP_009852567.1
OG0003177		NP_014047.1, NP_014234.3, NP_015030.3	
OG0003178		NP_014056.3, NP_015038.1, NP_015042.1	
OG0003179		NP_014064.1, NP_116594.1	XP_009849576.1
OG0003180		NP_014291.1, NP_014753.1	XP_009850765.1
OG0003181		NP_014383.1	XP_009849687.1, XP_009851971.1
OG0003182		NP_014387.1	XP_009847605.1, XP_009854880.1
OG0003183		NP_014504.1	XP_009852390.1, XP_009852565.1
OG0003184		NP_015031.1	XP_009857149.1, XP_009857381.1
OG0003185		NP_015034.3, NP_015045.1, NP_015046.1	
OG0003186		NP_116661.1	XP_009850261.1, XP_009850936.1
OG0003187		NP_116673.1	XP_009851306.1, XP_009856230.1
OG0003188			XP_009847080.1, XP_009848796.1, XP_009850303.1
OG0003189			XP_009847132.1, XP_009847456.1, XP_009847463.1
OG0003190			XP_009847145.1, XP_009847490.1, XP_009847491.1
OG0003191			XP_009847146.1, XP_009848428.1, XP_009848429.1
OG0003192			XP_009847182.1, XP_009847635.1, XP_009854973.1
OG0003193			XP_009847208.1, XP_009850581.1, XP_009852791.1
OG0003194			XP_009847264.1, XP_009850363.1, XP_009851275.1
OG0003195			XP_009847390.1, XP_009851746.1, XP_009854651.1
OG0003196			XP_009847471.1, XP_009847472.1, XP_009847474.1
OG0003197			XP_009847613.1, XP_009852548.1, XP_009855203.1
OG0003198			XP_009847738.1, XP_009849871.1, XP_009850262.1
OG0003199			XP_009847788.1, XP_009851094.1, XP_009852333.1
OG0003200			XP_009847798.1, XP_009854620.1, XP_009854790.1
OG0003201			XP_009847802.1, XP_009852053.1, XP_009853299.1
OG0003202			XP_009848145.1, XP_009848146.1, XP_009848776.1
OG0003203			XP_009848454.1, XP_009851751.1, XP_009852822.1
OG0003204			XP_009848472.1, XP_009850300.1, XP_009857206.1
OG0003205			XP_009848474.1, XP_009853084.1, XP_009855655.1
OG0003206			XP_009848627.1, XP_009851813.1, XP_009854671.1
OG0003207			XP_009848655.1, XP_009857021.1, XP_009857277.1
OG0003208			XP_009848662.1, XP_009854165.1, XP_009854384.1
OG0003209			XP_009848668.1, XP_009848701.1, XP_009856131.1
OG0003210			XP_009848708.1, XP_009852835.1, XP_009853823.1
OG0003211			XP_009849026.1, XP_009849030.1, XP_009849039.1
OG0003212			XP_009849053.1, XP_009849941.1, XP_009853120.1
OG0003213			XP_009849075.1, XP_009849608.1, XP_009853674.1
OG0003214			XP_009849485.1, XP_009854981.1, XP_009855593.1
OG0003215			XP_009849524.1, XP_009850926.1, XP_009855613.1
OG0003216			XP_009849886.1, XP_009851037.1, XP_009855235.1
OG0003217			XP_009850001.1, XP_009851647.1, XP_009854794.1
OG0003218			XP_009850012.1, XP_009854014.1, XP_009854021.1
OG0003219			XP_009850196.1, XP_009850353.1, XP_009851402.1
OG0003220			XP_009850251.1, XP_009851392.1, XP_009851393.1
OG0003221			XP_009850332.1, XP_009851482.1, XP_009851483.1
OG0003222			XP_009850350.1, XP_009853780.1, XP_009854997.1
OG0003223			XP_009850357.1, XP_009850417.1, XP_009850418.1
OG0003224			XP_009850372.1, XP_009851481.1, XP_009854710.1
OG0003225			XP_009850412.1, XP_009852765.1, XP_009854822.1
OG0003226			XP_009850504.1, XP_009850906.1, XP_009852435.1
OG0003227			XP_009850840.1, XP_009854377.1, XP_009855418.1
OG0003228			XP_009850992.1, XP_009854672.1, XP_009854673.1
OG0003229			XP_009851170.1, XP_009852541.1, XP_009856010.1
OG0003230			XP_009851476.1, XP_009852092.1, XP_009853208.1
OG0003231			XP_009851527.1, XP_009854342.1, XP_009856166.1
OG0003232			XP_009851764.1, XP_009854229.1, XP_009856868.1
OG0003233			XP_009851809.1, XP_009852942.1, XP_009857306.1
OG0003234			XP_009851904.1, XP_009853077.1, XP_009853145.1
OG0003235			XP_009852013.1, XP_009855515.1, XP_009855566.1
OG0003236			XP_009852608.1, XP_009854688.1, XP_009855733.1
OG0003237			XP_009852690.1, XP_009854015.1, XP_009854868.1
OG0003238			XP_009852789.1, XP_009852831.1, XP_009854913.1
OG0003239			XP_009853132.1, XP_009853865.1, XP_009853953.1
OG0003240			XP_009853850.1, XP_009856947.1, XP_009856949.1
OG0003241			XP_009853860.1, XP_009853965.1, XP_009854668.1
OG0003242			XP_009853861.1, XP_009854016.1, XP_009854024.1
OG0003243			XP_009854051.1, XP_009854068.1, XP_009854198.1
OG0003244			XP_009855407.1, XP_009855821.1, XP_009855823.1
OG0003245			XP_009855505.1, XP_009857385.1, XP_009857386.1
OG0003246			XP_009849114.1, XP_009856960.1
OG0003247	NP_594000.1		XP_009849948.1
OG0003248	NP_001018765.1		XP_009848420.1
OG0003249	NP_593098.1		XP_009849768.1
OG0003250	NP_587941.1	NP_015172.1	
OG0003251			XP_009849661.1, XP_009852918.1
OG0003252	NP_595270.1		XP_009853053.1
OG0003253		NP_014131.1	XP_009850199.1
OG0003254	NP_588234.1		XP_009853989.1
OG0003255	NP_587830.1		XP_009856255.1
OG0003256	NP_593629.1		XP_009852226.1
OG0003257	NP_595925.1		XP_009853684.1
OG0003258	NP_588050.1		XP_009848109.1
OG0003259	NP_594686.1		XP_009849292.1
OG0003260	NP_595739.1		XP_009850256.1
OG0003261	NP_595178.1		XP_009854102.1
OG0003262		NP_015033.1	XP_009847344.1
OG0003263	NP_595190.1		XP_009852230.1
OG0003264	NP_595432.1	NP_012933.4	
OG0003265	NP_593817.1		XP_009853992.1
OG0003266			XP_009849003.1, XP_009853968.1
OG0003267	NP_594994.1		XP_009852842.1
OG0003268			XP_009854355.1, XP_009855775.1
OG0003269	NP_588099.1		XP_009856043.1
OG0003270	NP_593329.1		XP_009856741.1
OG0003271	NP_595926.1		XP_009855927.1
OG0003272			XP_009852102.1, XP_009855574.1
OG0003273	NP_593372.1		XP_009855435.1
OG0003274	NP_588225.1		XP_009854105.1
OG0003275	NP_594902.1		XP_009851889.1
OG0003276		NP_010745.3	XP_009854424.1
OG0003277	NP_595787.1		XP_009857017.1
OG0003278	NP_595078.1		XP_009849529.1
OG0003279		NP_010126.1, NP_013311.1	
OG0003280	NP_001342772.1		XP_009855267.1
OG0003281	NP_588110.2		XP_009848031.1
OG0003282	NP_593916.1		XP_009853995.1
OG0003283	NP_594310.1	NP_013468.3	
OG0003284	NP_596835.1		XP_009853680.1
OG0003285	NP_595437.1		XP_009856669.1
OG0003286	NP_595617.1		XP_009854866.1
OG0003287	NP_596301.1		XP_009850678.1
OG0003288			XP_009854892.1, XP_009857390.1
OG0003289	NP_596822.1		XP_009847429.1
OG0003290	NP_593351.1		XP_009852444.1
OG0003291	NP_593092.1	NP_013915.1	
OG0003292		NP_012425.1, NP_012959.1	
OG0003293	NP_592936.1		XP_009849303.1
OG0003294	NP_588400.2		XP_009847770.1
OG0003295	NP_593043.1		XP_009847273.1
OG0003296	NP_596758.1		XP_009847219.1
OG0003297		NP_009697.3	XP_009854617.1
OG0003298	NP_594364.1		XP_009850951.1
OG0003299	NP_001342854.1		XP_009851148.1
OG0003300	NP_588192.1		XP_009851324.1
OG0003301	NP_596109.1		XP_009853217.1
OG0003302	NP_595161.1		XP_009855964.1
OG0003303	NP_595715.1		XP_009852171.1
OG0003304	NP_001417954.1		XP_009852909.1
OG0003305	NP_592847.1		XP_009856694.1
OG0003306	NP_596825.2		XP_009853420.1
OG0003307	NP_588369.1		XP_009855936.1
OG0003308	NP_595868.1		XP_009855119.1
OG0003309	NP_593584.1		XP_009848300.1
OG0003310	NP_595509.1		XP_009854446.1
OG0003311	NP_594195.1		XP_009851048.1
OG0003312	NP_592949.1		XP_009856794.1
OG0003313	NP_594619.1		XP_009852578.1
OG0003314	NP_596473.1		XP_009850927.1
OG0003315	NP_592803.1		XP_009854881.1
OG0003316	NP_594901.1		XP_009849671.1
OG0003317	NP_593239.1	NP_012332.1	
OG0003318	NP_596023.1		XP_009856754.1
OG0003319	NP_593564.1		XP_009847742.1
OG0003320	NP_594517.1		XP_009855641.1
OG0003321	NP_594934.1	NP_010051.1	
OG0003322	NP_001342856.1		XP_009855767.1
OG0003323	NP_594762.1	NP_012589.1	
OG0003324	NP_594181.1		XP_009848297.1
OG0003325	NP_596059.1		XP_009855197.1
OG0003326	NP_588277.1		XP_009855165.1
OG0003327	NP_588283.1		XP_009856210.1
OG0003328		NP_011055.3, NP_011336.3	
OG0003329	NP_588482.2		XP_009850682.1
OG0003330	NP_588360.1		XP_009852616.1
OG0003331	NP_594290.1		XP_009853424.1
OG0003332	NP_593141.2		XP_009850672.1
OG0003333	NP_596098.1		XP_009853341.1
OG0003334	NP_595572.2		XP_009852065.1
OG0003335	NP_596663.1		XP_009850599.1
OG0003336	NP_595422.1		XP_009849315.1
OG0003337	NP_001342780.1		XP_009850595.1
OG0003338	NP_001342934.1		XP_009847295.1
OG0003339	NP_587828.1		XP_009849223.1
OG0003340	NP_592793.1		XP_009852691.1
OG0003341	NP_588092.1		XP_009850548.1
OG0003342	NP_588373.1		XP_009850562.1
OG0003343	NP_588387.1		XP_009855803.1
OG0003344	NP_594103.1		XP_009855374.1
OG0003345	NP_595481.1		XP_009851783.1
OG0003346	NP_595345.1		XP_009853144.1
OG0003347	NP_593373.1		XP_009855079.1
OG0003348	NP_596317.1		XP_009850830.1
OG0003349	NP_593798.1		XP_009849277.1
OG0003350	NP_596784.1		XP_009847228.1
OG0003351	NP_593843.1		XP_009856826.1
OG0003352	NP_594055.1		XP_009852545.1
OG0003353	NP_594166.1	NP_011106.1	
OG0003354	NP_593882.1	NP_011021.3	
OG0003355	NP_596654.1		XP_009856469.1
OG0003356	NP_593892.2		XP_009857151.1
OG0003357	NP_594341.1	NP_012443.1	
OG0003358	NP_594422.2		XP_009852586.1
OG0003359	NP_596701.1		XP_009855475.1
OG0003360	NP_594792.1		XP_009856082.1
OG0003361	NP_596463.1		XP_009849288.1
OG0003362	NP_596003.1		XP_009848832.1
OG0003363	NP_596361.1	NP_012063.3	
OG0003364	NP_596058.1	NP_012909.3	
OG0003365	NP_596226.1	NP_013870.1	
OG0003366	NP_596243.1	NP_014681.1	
OG0003367	NP_596575.1	NP_009545.2	
OG0003368	NP_594520.1		XP_009852674.1
OG0003369	NP_587894.1		XP_009847643.1
OG0003370	NP_001018191.1	NP_011482.3	
OG0003371	NP_001018195.1	NP_011070.3	
OG0003372	NP_001018218.1, NP_594775.1		
OG0003373	NP_001018220.1		XP_009857160.1
OG0003374	NP_001018223.3	NP_014319.1	
OG0003375	NP_001018248.2		XP_009847774.1
OG0003376	NP_001018252.1		XP_009854548.1
OG0003377	NP_001018268.1	NP_010469.3	
OG0003378	NP_001018298.2		XP_009849710.1
OG0003379	NP_001018808.1, NP_595874.1		
OG0003380	NP_001018822.1	NP_878049.2	
OG0003381	NP_001018853.4	NP_011264.2	
OG0003382	NP_001342735.1		XP_009856258.1
OG0003383	NP_001342736.1	NP_010774.4	
OG0003384	NP_001342747.1	NP_010752.3	
OG0003385	NP_001342749.1, NP_593676.1		
OG0003386	NP_001342750.2		XP_009849776.1
OG0003387	NP_001342762.1		XP_009850188.1
OG0003388	NP_001342775.1		XP_009857251.1
OG0003389	NP_001342804.1		XP_009852840.1
OG0003390	NP_001342813.1	NP_012743.1	
OG0003391	NP_001342821.1		XP_009852629.1
OG0003392	NP_001342840.1		XP_009848086.1
OG0003393	NP_001342841.1		XP_009850565.1
OG0003394	NP_001342862.1		XP_009856823.1
OG0003395	NP_001342863.1		XP_009847683.1
OG0003396	NP_001342865.1		XP_009854075.1
OG0003397	NP_001342866.1		XP_009854034.1
OG0003398	NP_001342890.1	NP_012201.1	
OG0003399	NP_001342905.1	NP_009369.1	
OG0003400	NP_001342942.1		XP_009853941.1
OG0003401	NP_001342947.1	NP_014809.3	
OG0003402	NP_001342948.1		XP_009854825.1
OG0003403	NP_001342949.1		XP_009856602.1
OG0003404	NP_001342954.1		XP_009852240.1
OG0003405	NP_001342957.1	NP_014314.3	
OG0003406	NP_001342961.2	NP_015284.1	
OG0003407	NP_001342965.1		XP_009851257.1
OG0003408	NP_001342967.1		XP_009855437.1
OG0003409	NP_001342968.1	NP_014149.1	
OG0003410	NP_001342969.1		XP_009853031.1
OG0003411	NP_001343007.1	NP_958835.1	
OG0003412	NP_001343011.1	NP_878103.1	
OG0003413	NP_001343012.1		XP_009854906.1
OG0003414	NP_001343021.1		XP_009853971.1
OG0003415	NP_001343022.1		XP_009849216.1
OG0003416	NP_001343031.1		XP_009855427.1
OG0003417	NP_001343045.1		XP_009857273.1
OG0003418	NP_001343048.1, NP_595036.1		
OG0003419	NP_001343052.1, NP_588569.1		
OG0003420	NP_001343065.1		XP_009848025.1
OG0003421	NP_001343075.1	NP_013373.1	
OG0003422	NP_001343081.1		XP_009849795.1
OG0003423	NP_001343093.1		XP_009847144.1
