fg,nc,nt
FGRAMPH1_01T17345,NCU01764,NEUTE1DRAFT_44219
FGRAMPH1_01T17533,NCU06569,NEUTE1DRAFT_59777
FGRAMPH1_01T17843,NCU07888,NEUTE1DRAFT_146057
FGRAMPH1_01T17815,NCU06500,NEUTE1DRAFT_129474
FGRAMPH1_01T16617,NCU02074,NEUTE1DRAFT_132553
FGRAMPH1_01T19583,NCU04201,NEUTE1DRAFT_75324
FGRAMPH1_01T19059,NCU03631,NEUTE1DRAFT_98421
FGRAMPH1_01T20285,NCU01642,NEUTE1DRAFT_130399
FGRAMPH1_01T18283,NCU06180,NEUTE1DRAFT_129488
FGRAMPH1_01T19807,NCU16790,NEUTE1DRAFT_120976
FGRAMPH1_01T17499,NCU06585,NEUTE1DRAFT_78478
FGRAMPH1_01T20239,NCU00663,NEUTE1DRAFT_119258
FGRAMPH1_01T18331,NCU07928,NEUTE1DRAFT_40568
FGRAMPH1_01T20897,NCU06939,NEUTE1DRAFT_85282
FGRAMPH1_01T17073,NCU09730,NEUTE1DRAFT_120890
FGRAMPH1_01T19683,NCU06333,NEUTE1DRAFT_39444
FGRAMPH1_01T19743,NCU05248,NEUTE1DRAFT_61792
FGRAMPH1_01T17259,NCU03490,NEUTE1DRAFT_102298
FGRAMPH1_01T17681,NCU04035,NEUTE1DRAFT_103906
FGRAMPH1_01T18091,NCU11353,NEUTE1DRAFT_146059
FGRAMPH1_01T17885,NCU00366,NEUTE1DRAFT_63560
FGRAMPH1_01T20335,NCU01550,NEUTE1DRAFT_122918
FGRAMPH1_01T20499,NCU06868,NEUTE1DRAFT_66489
FGRAMPH1_01T19751,NCU07041,NEUTE1DRAFT_61524
FGRAMPH1_01T19771,NCU06393,NEUTE1DRAFT_78991
FGRAMPH1_01T19979,NCU02268,NEUTE1DRAFT_86258
FGRAMPH1_01T19799,NCU08329,NEUTE1DRAFT_116392
FGRAMPH1_01T17183,NCU01188,NEUTE1DRAFT_120006
FGRAMPH1_01T17883,NCU07865,NEUTE1DRAFT_80974
FGRAMPH1_01T19263,NCU01829,NEUTE1DRAFT_84009
FGRAMPH1_01T16711,NCU11322,NEUTE1DRAFT_120790
FGRAMPH1_01T19379,NCU02252,NEUTE1DRAFT_117878
FGRAMPH1_01T17859,NCU07876,NEUTE1DRAFT_62314
FGRAMPH1_01T20709,NCU09611,NEUTE1DRAFT_117608
FGRAMPH1_01T17493,NCU06588,NEUTE1DRAFT_99125
FGRAMPH1_01T19145,NCU01119,NEUTE1DRAFT_127722
FGRAMPH1_01T19319,NCU08427,NEUTE1DRAFT_130196
FGRAMPH1_01T18523,NCU04444,NEUTE1DRAFT_128766
FGRAMPH1_01T17987,NCU06183,NEUTE1DRAFT_81265
FGRAMPH1_01T17427,NCU06621,NEUTE1DRAFT_120863
FGRAMPH1_01T18183,NCU06486,NEUTE1DRAFT_100447
FGRAMPH1_01T18171,NCU00193,NEUTE1DRAFT_81897
FGRAMPH1_01T17503,NCU16767,NEUTE1DRAFT_39623
FGRAMPH1_01T19241,NCU01815,NEUTE1DRAFT_123107
FGRAMPH1_01T17659,NCU04060,NEUTE1DRAFT_103879
FGRAMPH1_01T17963,NCU00324,NEUTE1DRAFT_146496
FGRAMPH1_01T19601,NCU01256,NEUTE1DRAFT_119938
FGRAMPH1_01T20185,NCU02394,NEUTE1DRAFT_85993
FGRAMPH1_01T19541,NCU03774,NEUTE1DRAFT_127852
FGRAMPH1_01T18059,NCU00214,NEUTE1DRAFT_122251
FGRAMPH1_01T20687,NCU01601,NEUTE1DRAFT_45645
FGRAMPH1_01T17429,NCU06615,NEUTE1DRAFT_59854
FGRAMPH1_01T21479,NCU05955,NEUTE1DRAFT_88314
FGRAMPH1_01T18165,NCU00199,NEUTE1DRAFT_81912
FGRAMPH1_01T19689,NCU05265,NEUTE1DRAFT_80430
FGRAMPH1_01T16557,NCU02940,NEUTE1DRAFT_150688
FGRAMPH1_01T18475,NCU04462,NEUTE1DRAFT_79325
FGRAMPH1_01T19413,NCU05894,NEUTE1DRAFT_148377
FGRAMPH1_01T19143,NCU01120,NEUTE1DRAFT_98113
FGRAMPH1_01T17897,NCU00488,NEUTE1DRAFT_117101
FGRAMPH1_01T18513,NCU04485,NEUTE1DRAFT_60600
FGRAMPH1_01T18053,NCU00213,NEUTE1DRAFT_63265
FGRAMPH1_01T18139,NCU00014,NEUTE1DRAFT_62828
FGRAMPH1_01T18623,NCU06290,NEUTE1DRAFT_60503
FGRAMPH1_01T17405,NCU06711,NEUTE1DRAFT_57127
FGRAMPH1_01T19389,NCU09705,NEUTE1DRAFT_66801
FGRAMPH1_01T17321,NCU08879,NEUTE1DRAFT_144790
FGRAMPH1_01T18281,NCU06508,NEUTE1DRAFT_62553
FGRAMPH1_01T20407,NCU02221,NEUTE1DRAFT_148195
FGRAMPH1_01T17461,NCU04448,NEUTE1DRAFT_128764
FGRAMPH1_01T19061,NCU03632,NEUTE1DRAFT_144524
FGRAMPH1_01T17401,NCU01429,NEUTE1DRAFT_115739
FGRAMPH1_01T18921,NCU07775,NEUTE1DRAFT_144743
FGRAMPH1_01T19335,NCU03515,NEUTE1DRAFT_84780
FGRAMPH1_01T20701,NCU01807,NEUTE1DRAFT_83954
FGRAMPH1_01T21247,NCU03181,NEUTE1DRAFT_91160
FGRAMPH1_01T16985,NCU00805,NEUTE1DRAFT_118610
FGRAMPH1_01T20271,NCU04081,NEUTE1DRAFT_124660
FGRAMPH1_01T16699,NCU04427,NEUTE1DRAFT_60714
FGRAMPH1_01T20257,NCU05635,NEUTE1DRAFT_131814
FGRAMPH1_01T20471,NCU09056,NEUTE1DRAFT_123599
FGRAMPH1_01T16935,NCU06549,NEUTE1DRAFT_128413
FGRAMPH1_01T20769,NCU03395,NEUTE1DRAFT_117541
FGRAMPH1_01T20481,NCU02293,NEUTE1DRAFT_67507
FGRAMPH1_01T17409,NCU06709,NEUTE1DRAFT_119730
FGRAMPH1_01T16561,NCU02937,NEUTE1DRAFT_126677
FGRAMPH1_01T17051,NCU07011,NEUTE1DRAFT_80151
FGRAMPH1_01T20645,NCU06779,NEUTE1DRAFT_123179
FGRAMPH1_01T20767,NCU03393,NEUTE1DRAFT_117540
FGRAMPH1_01T20163,NCU02389,NEUTE1DRAFT_102983
FGRAMPH1_01T19841,NCU01759,NEUTE1DRAFT_65174
FGRAMPH1_01T20341,NCU01546,NEUTE1DRAFT_117294
FGRAMPH1_01T18713,NCU02228,NEUTE1DRAFT_67673
FGRAMPH1_01T16799,NCU06968,NEUTE1DRAFT_116621
FGRAMPH1_01T18243,NCU00369,NEUTE1DRAFT_63566
FGRAMPH1_01T18399,NCU07012,NEUTE1DRAFT_121508
FGRAMPH1_01T18401,NCU07305,NEUTE1DRAFT_121411
FGRAMPH1_01T20225,NCU00617,NEUTE1DRAFT_74330
FGRAMPH1_01T17363,NCU03458,NEUTE1DRAFT_147504
FGRAMPH1_01T17965,NCU00325,NEUTE1DRAFT_129820
FGRAMPH1_01T17465,NCU06605,NEUTE1DRAFT_145059
FGRAMPH1_01T20817,NCU03118,NEUTE1DRAFT_91293
FGRAMPH1_01T19693,NCU05266,NEUTE1DRAFT_80428
FGRAMPH1_01T20553,NCU03399,NEUTE1DRAFT_84585
FGRAMPH1_01T18923,NCU07774,NEUTE1DRAFT_59057
FGRAMPH1_01T17005,NCU08046,NEUTE1DRAFT_116556
FGRAMPH1_01T17407,NCU06710,NEUTE1DRAFT_143972
FGRAMPH1_01T18617,NCU00778,NEUTE1DRAFT_141910
FGRAMPH1_01T19321,NCU03504,NEUTE1DRAFT_123438
FGRAMPH1_01T20237,NCU00662,NEUTE1DRAFT_51966
FGRAMPH1_01T19819,NCU08317,NEUTE1DRAFT_60169
FGRAMPH1_01T22093,NCU10799,NEUTE1DRAFT_58823
FGRAMPH1_01T16441,NCU05059,NEUTE1DRAFT_50014
FGRAMPH1_01T20267,NCU04047,NEUTE1DRAFT_103890
FGRAMPH1_01T19923,NCU01673,NEUTE1DRAFT_65058
FGRAMPH1_01T17105,NCU07674,NEUTE1DRAFT_128549
FGRAMPH1_01T19045,NCU01271,NEUTE1DRAFT_144161
FGRAMPH1_01T18067,NCU10397,NEUTE1DRAFT_81035
FGRAMPH1_01T19419,NCU05889,NEUTE1DRAFT_124287
FGRAMPH1_01T20397,NCU01615,NEUTE1DRAFT_83631
FGRAMPH1_01T17845,NCU07889,NEUTE1DRAFT_146058
FGRAMPH1_01T19973,NCU02246,NEUTE1DRAFT_148171
FGRAMPH1_01T20903,NCU06942,NEUTE1DRAFT_66608
FGRAMPH1_01T20323,NCU01554,NEUTE1DRAFT_64865
FGRAMPH1_01T19269,NCU01814,NEUTE1DRAFT_83971
FGRAMPH1_01T18385,NCU06974,NEUTE1DRAFT_61395
FGRAMPH1_01T17485,NCU06594,NEUTE1DRAFT_145051
FGRAMPH1_01T20187,NCU06394,NEUTE1DRAFT_60307
FGRAMPH1_01T20593,NCU01783,NEUTE1DRAFT_83901
FGRAMPH1_01T19225,NCU01843,NEUTE1DRAFT_123125
FGRAMPH1_01T17687,NCU05937,NEUTE1DRAFT_118303
FGRAMPH1_01T18253,NCU00293,NEUTE1DRAFT_82095
FGRAMPH1_01T18115,NCU00274,NEUTE1DRAFT_63387
FGRAMPH1_01T19509,NCU07793,NEUTE1DRAFT_144754
FGRAMPH1_01T20371,NCU10245,NEUTE1DRAFT_122751
FGRAMPH1_01T17161,NCU09528,NEUTE1DRAFT_75756
FGRAMPH1_01T19753,NCU04336,NEUTE1DRAFT_145479
FGRAMPH1_01T16613,NCU02073,NEUTE1DRAFT_104714
FGRAMPH1_01T17605,NCU08290,NEUTE1DRAFT_60225
FGRAMPH1_01T17189,NCU01185,NEUTE1DRAFT_76476
FGRAMPH1_01T18049,NCU11174,NEUTE1DRAFT_81939
FGRAMPH1_01T19535,NCU03771,NEUTE1DRAFT_120196
FGRAMPH1_01T18615,NCU16742,NEUTE1DRAFT_116236
FGRAMPH1_01T21109,NCU00972,NEUTE1DRAFT_71566
FGRAMPH1_01T18639,NCU00771,NEUTE1DRAFT_71164
FGRAMPH1_01T19301,NCU09475,NEUTE1DRAFT_117193
FGRAMPH1_01T20127,NCU02413,NEUTE1DRAFT_67259
FGRAMPH1_01T18267,NCU06202,NEUTE1DRAFT_129508
FGRAMPH1_01T19469,NCU01377,NEUTE1DRAFT_127519
FGRAMPH1_01T19261,NCU01828,NEUTE1DRAFT_65328
FGRAMPH1_01T18733,NCU02203,NEUTE1DRAFT_67730
FGRAMPH1_01T19087,NCU01081,NEUTE1DRAFT_120081
FGRAMPH1_01T19579,NCU04199,NEUTE1DRAFT_75329
FGRAMPH1_01T16879,NCU06307,NEUTE1DRAFT_38235
FGRAMPH1_01T18469,NCU04459,NEUTE1DRAFT_99514
FGRAMPH1_01T17763,NCU00315,NEUTE1DRAFT_94929
FGRAMPH1_01T18301,NCU03296,NEUTE1DRAFT_52321
FGRAMPH1_01T16835,NCU06316,NEUTE1DRAFT_121086
FGRAMPH1_01T20091,NCU06103,NEUTE1DRAFT_85676
FGRAMPH1_01T17893,NCU09004,NEUTE1DRAFT_42045
FGRAMPH1_01T20581,NCU01791,NEUTE1DRAFT_83919
FGRAMPH1_01T19247,NCU10309,NEUTE1DRAFT_45155
FGRAMPH1_01T20773,NCU03396,NEUTE1DRAFT_65898
FGRAMPH1_01T17191,NCU01184,NEUTE1DRAFT_144233
FGRAMPH1_01T20679,NCU09176,NEUTE1DRAFT_129287
FGRAMPH1_01T19265,NCU01830,NEUTE1DRAFT_45973
FGRAMPH1_01T20355,NCU16588,NEUTE1DRAFT_44318
FGRAMPH1_01T17501,NCU06584,NEUTE1DRAFT_99120
FGRAMPH1_01T17561,NCU09745,NEUTE1DRAFT_78590
FGRAMPH1_01T20315,NCU01575,NEUTE1DRAFT_147075
FGRAMPH1_01T19155,NCU01116,NEUTE1DRAFT_57926
FGRAMPH1_01T20265,NCU04049,NEUTE1DRAFT_124690
FGRAMPH1_01T19975,NCU02257,NEUTE1DRAFT_67606
FGRAMPH1_01T20529,NCU02318,NEUTE1DRAFT_124022
FGRAMPH1_01T19287,NCU01751,NEUTE1DRAFT_147175
FGRAMPH1_01T17329,NCU04151,NEUTE1DRAFT_143833
FGRAMPH1_01T17159,NCU08695,NEUTE1DRAFT_79775
FGRAMPH1_01T20451,NCU02271,NEUTE1DRAFT_86250
FGRAMPH1_01T16657,NCU03135,NEUTE1DRAFT_72560
FGRAMPH1_01T17123,NCU07663,NEUTE1DRAFT_145169
FGRAMPH1_01T17579,NCU06626,NEUTE1DRAFT_59882
FGRAMPH1_01T20911,NCU02334,NEUTE1DRAFT_131338
FGRAMPH1_01T20305,NCU03572,NEUTE1DRAFT_147586
FGRAMPH1_01T18085,NCU00203,NEUTE1DRAFT_122240
FGRAMPH1_01T16809,NCU07321,NEUTE1DRAFT_116586
FGRAMPH1_01T18417,NCU04347,NEUTE1DRAFT_121258
FGRAMPH1_01T19493,NCU03807,NEUTE1DRAFT_120163
FGRAMPH1_01T20411,NCU02242,NEUTE1DRAFT_86320
FGRAMPH1_01T20551,NCU09485,NEUTE1DRAFT_82975
FGRAMPH1_01T21753,NCU00856,NEUTE1DRAFT_125634
FGRAMPH1_01T20751,NCU03381,NEUTE1DRAFT_84553
FGRAMPH1_01T17489,NCU06592,NEUTE1DRAFT_120840
FGRAMPH1_01T17899,NCU08888,NEUTE1DRAFT_149132
FGRAMPH1_01T19925,NCU01674,NEUTE1DRAFT_83741
FGRAMPH1_01T20837,NCU02296,NEUTE1DRAFT_67498
FGRAMPH1_01T17735,NCU05943,NEUTE1DRAFT_88328
FGRAMPH1_01T16883,NCU08316,NEUTE1DRAFT_120980
FGRAMPH1_01T00385,NCU07036,NEUTE1DRAFT_61517
FGRAMPH1_01T00465,NCU00600,NEUTE1DRAFT_106477
FGRAMPH1_01T00489,NCU11186,NEUTE1DRAFT_74174
FGRAMPH1_01T00495,NCU00595,NEUTE1DRAFT_92989
FGRAMPH1_01T00505,NCU00537,NEUTE1DRAFT_106413
FGRAMPH1_01T00517,NCU00671,NEUTE1DRAFT_149556
FGRAMPH1_01T00659,NCU07919,NEUTE1DRAFT_78289
FGRAMPH1_01T00705,NCU02006,NEUTE1DRAFT_113788
FGRAMPH1_01T00709,NCU00560,NEUTE1DRAFT_92904
FGRAMPH1_01T00731,NCU00723,NEUTE1DRAFT_104956
FGRAMPH1_01T00801,NCU01768,NEUTE1DRAFT_123067
FGRAMPH1_01T00805,NCU01605,NEUTE1DRAFT_122957
FGRAMPH1_01T00807,NCU03409,NEUTE1DRAFT_149140
FGRAMPH1_01T00823,NCU03558,NEUTE1DRAFT_95501
FGRAMPH1_01T00835,NCU01717,NEUTE1DRAFT_44171
FGRAMPH1_01T00843,NCU01706,NEUTE1DRAFT_101778
FGRAMPH1_01T00871,NCU06837,NEUTE1DRAFT_130605
FGRAMPH1_01T00873,NCU06838,NEUTE1DRAFT_123216
FGRAMPH1_01T00877,NCU02278,NEUTE1DRAFT_86232
FGRAMPH1_01T00919,NCU03748,NEUTE1DRAFT_58317
FGRAMPH1_01T01003,NCU09998,NEUTE1DRAFT_126288
FGRAMPH1_01T01039,NCU09131,NEUTE1DRAFT_90763
FGRAMPH1_01T01043,NCU09129,NEUTE1DRAFT_72075
FGRAMPH1_01T01045,NCU09128,NEUTE1DRAFT_125957
FGRAMPH1_01T01047,NCU09127,NEUTE1DRAFT_149994
FGRAMPH1_01T01071,NCU08359,NEUTE1DRAFT_149946
FGRAMPH1_01T01085,NCU07205,NEUTE1DRAFT_74860
FGRAMPH1_01T01113,NCU09142,NEUTE1DRAFT_90737
FGRAMPH1_01T01117,NCU10497,NEUTE1DRAFT_150374
FGRAMPH1_01T01125,NCU02751,NEUTE1DRAFT_105858
FGRAMPH1_01T01127,NCU02750,NEUTE1DRAFT_126325
FGRAMPH1_01T01169,NCU02997,NEUTE1DRAFT_73964
FGRAMPH1_01T01225,NCU03205,NEUTE1DRAFT_142486
FGRAMPH1_01T01249,NCU03019,NEUTE1DRAFT_92698
FGRAMPH1_01T01283,NCU08111,NEUTE1DRAFT_125124
FGRAMPH1_01T01285,NCU08110,NEUTE1DRAFT_70119
FGRAMPH1_01T01339,NCU02797,NEUTE1DRAFT_119280
FGRAMPH1_01T01345,NCU03253,NEUTE1DRAFT_142442
FGRAMPH1_01T01351,NCU16391,NEUTE1DRAFT_133193
FGRAMPH1_01T01369,NCU02837,NEUTE1DRAFT_89652
FGRAMPH1_01T01389,NCU09315,NEUTE1DRAFT_150259
FGRAMPH1_01T01403,NCU08603,NEUTE1DRAFT_119315
FGRAMPH1_01T01417,NCU02530,NEUTE1DRAFT_126526
FGRAMPH1_01T01421,NCU02839,NEUTE1DRAFT_89647
FGRAMPH1_01T01433,NCU02493,NEUTE1DRAFT_119104
FGRAMPH1_01T01435,NCU02497,NEUTE1DRAFT_150557
FGRAMPH1_01T01507,NCU07282,NEUTE1DRAFT_99832
FGRAMPH1_01T01535,NCU09333,NEUTE1DRAFT_105772
FGRAMPH1_01T01553,NCU02779,NEUTE1DRAFT_93219
FGRAMPH1_01T01567,NCU03058,NEUTE1DRAFT_72741
FGRAMPH1_01T01569,NCU02049,NEUTE1DRAFT_70661
FGRAMPH1_01T01603,NCU08502,NEUTE1DRAFT_117255
FGRAMPH1_01T01625,NCU03560,NEUTE1DRAFT_130844
FGRAMPH1_01T01667,NCU02621,NEUTE1DRAFT_126435
FGRAMPH1_01T01677,NCU02619,NEUTE1DRAFT_126438
FGRAMPH1_01T01691,NCU03102,NEUTE1DRAFT_118897
FGRAMPH1_01T01707,NCU03123,NEUTE1DRAFT_133294
FGRAMPH1_01T01749,NCU00924,NEUTE1DRAFT_90147
FGRAMPH1_01T01755,NCU00927,NEUTE1DRAFT_149749
FGRAMPH1_01T01767,NCU00912,NEUTE1DRAFT_90117
FGRAMPH1_01T01779,NCU00906,NEUTE1DRAFT_142047
FGRAMPH1_01T01829,NCU02091,NEUTE1DRAFT_70571
FGRAMPH1_01T01841,NCU07387,NEUTE1DRAFT_125801
FGRAMPH1_01T01897,NCU02078,NEUTE1DRAFT_70596
FGRAMPH1_01T01899,NCU09877,NEUTE1DRAFT_71612
FGRAMPH1_01T01951,NCU00725,NEUTE1DRAFT_89778
FGRAMPH1_01T01953,NCU00726,NEUTE1DRAFT_118585
FGRAMPH1_01T02027,NCU11195,NEUTE1DRAFT_132856
FGRAMPH1_01T02055,NCU05757,NEUTE1DRAFT_148269
FGRAMPH1_01T02065,NCU03440,NEUTE1DRAFT_84654
FGRAMPH1_01T02169,NCU03137,NEUTE1DRAFT_133281
FGRAMPH1_01T02203,NCU02554,NEUTE1DRAFT_73413
FGRAMPH1_01T02219,NCU02612,NEUTE1DRAFT_91980
FGRAMPH1_01T02247,NCU02605,NEUTE1DRAFT_119050
FGRAMPH1_01T02269,NCU07498,NEUTE1DRAFT_70166
FGRAMPH1_01T02281,NCU02567,NEUTE1DRAFT_126486
FGRAMPH1_01T02323,NCU08349,NEUTE1DRAFT_55885
FGRAMPH1_01T02329,NCU03107,NEUTE1DRAFT_150202
FGRAMPH1_01T02409,NCU06774,NEUTE1DRAFT_65464
FGRAMPH1_01T02433,NCU02629,NEUTE1DRAFT_119037
FGRAMPH1_01T02439,NCU03041,NEUTE1DRAFT_133837
FGRAMPH1_01T02447,NCU07359,NEUTE1DRAFT_125776
FGRAMPH1_01T02449,NCU07358,NEUTE1DRAFT_125775
FGRAMPH1_01T02473,NCU04423,NEUTE1DRAFT_145403
FGRAMPH1_01T02555,NCU02704,NEUTE1DRAFT_91800
FGRAMPH1_01T02557,NCU02705,NEUTE1DRAFT_126363
FGRAMPH1_01T02561,NCU10498,NEUTE1DRAFT_119008
FGRAMPH1_01T02569,NCU02696,NEUTE1DRAFT_150386
FGRAMPH1_01T02581,NCU02776,NEUTE1DRAFT_93253
FGRAMPH1_01T02601,NCU03320,NEUTE1DRAFT_133133
FGRAMPH1_01T02607,NCU10282,NEUTE1DRAFT_126942
FGRAMPH1_01T02635,NCU10351,NEUTE1DRAFT_93356
FGRAMPH1_01T02667,NCU02526,NEUTE1DRAFT_119092
FGRAMPH1_01T02669,NCU02513,NEUTE1DRAFT_126541
FGRAMPH1_01T02681,NCU05502,NEUTE1DRAFT_148701
FGRAMPH1_01T02695,NCU02514,NEUTE1DRAFT_126540
FGRAMPH1_01T02699,NCU02508,NEUTE1DRAFT_126545
FGRAMPH1_01T02721,NCU03267,NEUTE1DRAFT_90967
FGRAMPH1_01T02731,NCU03289,NEUTE1DRAFT_133163
FGRAMPH1_01T02759,NCU02800,NEUTE1DRAFT_93191
FGRAMPH1_01T02763,NCU03098,NEUTE1DRAFT_142586
FGRAMPH1_01T02771,NCU03100,NEUTE1DRAFT_105693
FGRAMPH1_01T02787,NCU03309,NEUTE1DRAFT_118809
FGRAMPH1_01T02813,NCU07456,NEUTE1DRAFT_88924
FGRAMPH1_01T02821,NCU00981,NEUTE1DRAFT_149800
FGRAMPH1_01T02841,NCU08597,NEUTE1DRAFT_93383
FGRAMPH1_01T02855,NCU02996,NEUTE1DRAFT_133805
FGRAMPH1_01T02865,NCU02744,NEUTE1DRAFT_118993
FGRAMPH1_01T02875,NCU09365,NEUTE1DRAFT_91617
FGRAMPH1_01T02879,NCU09366,NEUTE1DRAFT_118969
FGRAMPH1_01T02933,NCU03073,NEUTE1DRAFT_142612
FGRAMPH1_01T02945,NCU07296,NEUTE1DRAFT_61275
FGRAMPH1_01T02947,NCU07294,NEUTE1DRAFT_33905
FGRAMPH1_01T02979,NCU02689,NEUTE1DRAFT_91826
FGRAMPH1_01T03027,NCU07503,NEUTE1DRAFT_118398
FGRAMPH1_01T03053,NCU07472,NEUTE1DRAFT_88888
FGRAMPH1_01T03097,NCU09327,NEUTE1DRAFT_54700
FGRAMPH1_01T03109,NCU09311,NEUTE1DRAFT_126230
FGRAMPH1_01T03147,NCU09258,NEUTE1DRAFT_134046
FGRAMPH1_01T03233,NCU02725,NEUTE1DRAFT_150363
FGRAMPH1_01T03265,NCU09812,NEUTE1DRAFT_114725
FGRAMPH1_01T03279,NCU09898,NEUTE1DRAFT_142686
FGRAMPH1_01T03283,NCU09896,NEUTE1DRAFT_142688
FGRAMPH1_01T03301,NCU02967,NEUTE1DRAFT_119177
FGRAMPH1_01T03315,NCU07955,NEUTE1DRAFT_59525
FGRAMPH1_01T03359,NCU09320,NEUTE1DRAFT_72781
FGRAMPH1_01T03367,NCU09388,NEUTE1DRAFT_133425
FGRAMPH1_01T03383,NCU02979,NEUTE1DRAFT_150719
FGRAMPH1_01T03447,NCU02948,NEUTE1DRAFT_119169
FGRAMPH1_01T03465,NCU02111,NEUTE1DRAFT_149364
FGRAMPH1_01T03493,NCU01656,NEUTE1DRAFT_147125
FGRAMPH1_01T03545,NCU01731,NEUTE1DRAFT_123038
FGRAMPH1_01T03553,NCU05750,NEUTE1DRAFT_86567
FGRAMPH1_01T03559,NCU01595,NEUTE1DRAFT_147084
FGRAMPH1_01T03561,NCU01515,NEUTE1DRAFT_83471
FGRAMPH1_01T03581,NCU03416,NEUTE1DRAFT_130751
FGRAMPH1_01T03593,NCU03435,NEUTE1DRAFT_65951
FGRAMPH1_01T03611,NCU08505,NEUTE1DRAFT_146991
FGRAMPH1_01T03623,NCU03359,NEUTE1DRAFT_84499
FGRAMPH1_01T03665,NCU08365,NEUTE1DRAFT_149950
FGRAMPH1_01T03699,NCU02788,NEUTE1DRAFT_106578
FGRAMPH1_01T03719,NCU08386,NEUTE1DRAFT_72023
FGRAMPH1_01T03733,NCU08379,NEUTE1DRAFT_90703
FGRAMPH1_01T03743,NCU01646,NEUTE1DRAFT_122989
FGRAMPH1_01T03755,NCU06752,NEUTE1DRAFT_84095
FGRAMPH1_01T03767,NCU11427,NEUTE1DRAFT_65358
FGRAMPH1_01T03775,NCU06737,NEUTE1DRAFT_84051
FGRAMPH1_01T03779,NCU01840,NEUTE1DRAFT_84024
FGRAMPH1_01T03789,NCU06734,NEUTE1DRAFT_123133
FGRAMPH1_01T03805,NCU03350,NEUTE1DRAFT_130703
FGRAMPH1_01T03807,NCU03352,NEUTE1DRAFT_147430
FGRAMPH1_01T03837,NCU03550,NEUTE1DRAFT_84834
FGRAMPH1_01T03839,NCU03549,NEUTE1DRAFT_66146
FGRAMPH1_01T03841,NCU03548,NEUTE1DRAFT_66143
FGRAMPH1_01T03873,NCU09490,NEUTE1DRAFT_110611
FGRAMPH1_01T03923,NCU05364,NEUTE1DRAFT_65715
FGRAMPH1_01T03939,NCU05422,NEUTE1DRAFT_84325
FGRAMPH1_01T03957,NCU03335,NEUTE1DRAFT_130689
FGRAMPH1_01T03961,NCU08728,NEUTE1DRAFT_64568
FGRAMPH1_01T04003,NCU03523,NEUTE1DRAFT_84788
FGRAMPH1_01T04033,NCU03340,NEUTE1DRAFT_95427
FGRAMPH1_01T04089,NCU09854,NEUTE1DRAFT_134222
FGRAMPH1_01T04133,NCU08730,NEUTE1DRAFT_146938
FGRAMPH1_01T04143,NCU05876,NEUTE1DRAFT_131586
FGRAMPH1_01T04551,NCU04633,NEUTE1DRAFT_144610
FGRAMPH1_01T04557,NCU06700,NEUTE1DRAFT_57154
FGRAMPH1_01T04571,NCU04120,NEUTE1DRAFT_115724
FGRAMPH1_01T04577,NCU16999,NEUTE1DRAFT_107316
FGRAMPH1_01T04591,NCU01463,NEUTE1DRAFT_143914
FGRAMPH1_01T04613,NCU01361,NEUTE1DRAFT_144087
FGRAMPH1_01T04625,NCU01315,NEUTE1DRAFT_57508
FGRAMPH1_01T04645,NCU08002,NEUTE1DRAFT_145504
FGRAMPH1_01T04659,NCU07985,NEUTE1DRAFT_145488
FGRAMPH1_01T04667,NCU07984,NEUTE1DRAFT_79630
FGRAMPH1_01T04715,NCU05272,NEUTE1DRAFT_80413
FGRAMPH1_01T04717,NCU05273,NEUTE1DRAFT_129147
FGRAMPH1_01T04731,NCU16822,NEUTE1DRAFT_116521
FGRAMPH1_01T04737,NCU16821,NEUTE1DRAFT_145465
FGRAMPH1_01T04739,NCU04350,NEUTE1DRAFT_60887
FGRAMPH1_01T04815,NCU04902,NEUTE1DRAFT_59384
FGRAMPH1_01T04829,NCU03667,NEUTE1DRAFT_127921
FGRAMPH1_01T04831,NCU04147,NEUTE1DRAFT_127289
FGRAMPH1_01T04853,NCU04136,NEUTE1DRAFT_143844
FGRAMPH1_01T04891,NCU08920,NEUTE1DRAFT_116151
FGRAMPH1_01T04937,NCU07783,NEUTE1DRAFT_35897
FGRAMPH1_01T04943,NCU08869,NEUTE1DRAFT_77820
FGRAMPH1_01T04955,NCU04581,NEUTE1DRAFT_77317
FGRAMPH1_01T04965,NCU04578,NEUTE1DRAFT_58625
FGRAMPH1_01T04971,NCU07814,NEUTE1DRAFT_77790
FGRAMPH1_01T05011,NCU09838,NEUTE1DRAFT_120487
FGRAMPH1_01T05043,NCU01069,NEUTE1DRAFT_144312
FGRAMPH1_01T05053,NCU01216,NEUTE1DRAFT_98020
FGRAMPH1_01T05055,NCU01219,NEUTE1DRAFT_93791
FGRAMPH1_01T05071,NCU09673,NEUTE1DRAFT_128072
FGRAMPH1_01T05173,NCU08146,NEUTE1DRAFT_86498
FGRAMPH1_01T05231,NCU05040,NEUTE1DRAFT_125008
FGRAMPH1_01T05275,NCU09718,NEUTE1DRAFT_46478
FGRAMPH1_01T05281,NCU05645,NEUTE1DRAFT_87357
FGRAMPH1_01T05379,NCU07125,NEUTE1DRAFT_68191
FGRAMPH1_01T05397,NCU07123,NEUTE1DRAFT_86874
FGRAMPH1_01T05411,NCU05622,NEUTE1DRAFT_87400
FGRAMPH1_01T05815,NCU01114,NEUTE1DRAFT_76613
