fg,nc,nt
FGRAMPH1_01T08001,NCU03733,NEUTE1DRAFT_77027
FGRAMPH1_01T08011,NCU08417,NEUTE1DRAFT_64481
FGRAMPH1_01T08013,NCU08416,NEUTE1DRAFT_83163
FGRAMPH1_01T08063,NCU08095,NEUTE1DRAFT_70112
FGRAMPH1_01T08069,NCU11380,NEUTE1DRAFT_103211
FGRAMPH1_01T08071,NCU11381,NEUTE1DRAFT_117918
FGRAMPH1_01T08073,NCU08166,NEUTE1DRAFT_131485
FGRAMPH1_01T08089,NCU05712,NEUTE1DRAFT_121793
FGRAMPH1_01T08119,NCU00720,NEUTE1DRAFT_71072
FGRAMPH1_01T08171,NCU04913,NEUTE1DRAFT_40572
FGRAMPH1_01T08207,NCU09616,NEUTE1DRAFT_84939
FGRAMPH1_01T08209,NCU08151,NEUTE1DRAFT_103221
FGRAMPH1_01T08247,NCU08155,NEUTE1DRAFT_46679
FGRAMPH1_01T08255,NCU08141,NEUTE1DRAFT_47931
FGRAMPH1_01T08293,NCU06066,NEUTE1DRAFT_139706
FGRAMPH1_01T08297,NCU08161,NEUTE1DRAFT_67841
FGRAMPH1_01T08299,NCU08163,NEUTE1DRAFT_124172
FGRAMPH1_01T08305,NCU08159,NEUTE1DRAFT_124168
FGRAMPH1_01T08333,NCU06950,NEUTE1DRAFT_85312
FGRAMPH1_01T08337,NCU04535,NEUTE1DRAFT_147876
FGRAMPH1_01T08339,NCU05838,NEUTE1DRAFT_131561
FGRAMPH1_01T08341,NCU05837,NEUTE1DRAFT_86701
FGRAMPH1_01T08343,NCU08148,NEUTE1DRAFT_148243
FGRAMPH1_01T08613,NCU01896,NEUTE1DRAFT_21543
FGRAMPH1_01T08663,NCU03194,NEUTE1DRAFT_72443
FGRAMPH1_01T08989,NCU10107,NEUTE1DRAFT_99573
FGRAMPH1_01T09179,NCU05606,NEUTE1DRAFT_68739
FGRAMPH1_01T09181,NCU05605,NEUTE1DRAFT_87426
FGRAMPH1_01T09183,NCU05589,NEUTE1DRAFT_124552
FGRAMPH1_01T09187,NCU05581,NEUTE1DRAFT_124558
FGRAMPH1_01T09235,NCU11286,NEUTE1DRAFT_130052
FGRAMPH1_01T09251,NCU05588,NEUTE1DRAFT_124553
FGRAMPH1_01T09283,NCU05513,NEUTE1DRAFT_131894
FGRAMPH1_01T09285,NCU05514,NEUTE1DRAFT_124605
FGRAMPH1_01T09337,NCU05584,NEUTE1DRAFT_103724
FGRAMPH1_01T09449,NCU10683,NEUTE1DRAFT_85761
FGRAMPH1_01T09513,NCU09770,NEUTE1DRAFT_64379
FGRAMPH1_01T09523,NCU05569,NEUTE1DRAFT_124564
FGRAMPH1_01T09533,NCU05541,NEUTE1DRAFT_68850
FGRAMPH1_01T09537,NCU05542,NEUTE1DRAFT_87531
FGRAMPH1_01T09543,NCU05543,NEUTE1DRAFT_68844
FGRAMPH1_01T09545,NCU05544,NEUTE1DRAFT_96047
FGRAMPH1_01T09563,NCU05545,NEUTE1DRAFT_124581
FGRAMPH1_01T09567,NCU05559,NEUTE1DRAFT_131861
FGRAMPH1_01T09571,NCU05070,NEUTE1DRAFT_104266
FGRAMPH1_01T09575,NCU05527,NEUTE1DRAFT_140640
FGRAMPH1_01T09597,NCU05523,NEUTE1DRAFT_87562
FGRAMPH1_01T09599,NCU05524,NEUTE1DRAFT_49489
FGRAMPH1_01T09601,NCU05525,NEUTE1DRAFT_124594
FGRAMPH1_01T09617,NCU05508,NEUTE1DRAFT_140662
FGRAMPH1_01T09637,NCU05593,NEUTE1DRAFT_124549
FGRAMPH1_01T09641,NCU05579,NEUTE1DRAFT_131851
FGRAMPH1_01T09643,NCU05578,NEUTE1DRAFT_68795
FGRAMPH1_01T09665,NCU05575,NEUTE1DRAFT_68801
FGRAMPH1_01T09675,NCU05516,NEUTE1DRAFT_124604
FGRAMPH1_01T09683,NCU05515,NEUTE1DRAFT_87585
FGRAMPH1_01T09685,NCU05553,NEUTE1DRAFT_148663
FGRAMPH1_01T09687,NCU05554,NEUTE1DRAFT_118131
FGRAMPH1_01T09689,NCU05551,NEUTE1DRAFT_124576
FGRAMPH1_01T09691,NCU05550,NEUTE1DRAFT_131867
FGRAMPH1_01T09695,NCU05547,NEUTE1DRAFT_148668
FGRAMPH1_01T09697,NCU05552,NEUTE1DRAFT_131865
FGRAMPH1_01T09725,NCU17136,NEUTE1DRAFT_149022
FGRAMPH1_01T09735,NCU02475,NEUTE1DRAFT_126572
FGRAMPH1_01T09745,NCU05564,NEUTE1DRAFT_131858
FGRAMPH1_01T09755,NCU05498,NEUTE1DRAFT_118148
FGRAMPH1_01T09781,NCU05488,NEUTE1DRAFT_118152
FGRAMPH1_01T09783,NCU05490,NEUTE1DRAFT_118151
FGRAMPH1_01T09785,NCU05491,NEUTE1DRAFT_87628
FGRAMPH1_01T09799,NCU04021,NEUTE1DRAFT_69138
FGRAMPH1_01T09807,NCU09870,NEUTE1DRAFT_87659
FGRAMPH1_01T09811,NCU04801,NEUTE1DRAFT_68528
FGRAMPH1_01T09819,NCU04787,NEUTE1DRAFT_131735
FGRAMPH1_01T09823,NCU04794,NEUTE1DRAFT_131741
FGRAMPH1_01T09827,NCU04795,NEUTE1DRAFT_124441
FGRAMPH1_01T09833,NCU05602,NEUTE1DRAFT_50188
FGRAMPH1_01T09837,NCU10733,NEUTE1DRAFT_148534
FGRAMPH1_01T09851,NCU04725,NEUTE1DRAFT_68347
FGRAMPH1_01T09861,NCU03924,NEUTE1DRAFT_88033
FGRAMPH1_01T09863,NCU03898,NEUTE1DRAFT_148884
FGRAMPH1_01T09865,NCU04720,NEUTE1DRAFT_87025
FGRAMPH1_01T09869,NCU04732,NEUTE1DRAFT_87053
FGRAMPH1_01T09907,NCU04805,NEUTE1DRAFT_148545
FGRAMPH1_01T09911,NCU04807,NEUTE1DRAFT_48460
FGRAMPH1_01T09915,NCU04808,NEUTE1DRAFT_124453
FGRAMPH1_01T09927,NCU04768,NEUTE1DRAFT_87128
FGRAMPH1_01T09931,NCU04770,NEUTE1DRAFT_118055
FGRAMPH1_01T09937,NCU00843,NEUTE1DRAFT_118621
FGRAMPH1_01T09939,NCU04772,NEUTE1DRAFT_124422
FGRAMPH1_01T09943,NCU04776,NEUTE1DRAFT_68461
FGRAMPH1_01T09955,NCU04803,NEUTE1DRAFT_68534
FGRAMPH1_01T09957,NCU04785,NEUTE1DRAFT_87167
FGRAMPH1_01T09963,NCU03962,NEUTE1DRAFT_148840
FGRAMPH1_01T09965,NCU03961,NEUTE1DRAFT_148841
FGRAMPH1_01T09967,NCU03960,NEUTE1DRAFT_118221
FGRAMPH1_01T09971,NCU17114,NEUTE1DRAFT_48634
FGRAMPH1_01T09975,NCU03973,NEUTE1DRAFT_132025
FGRAMPH1_01T09977,NCU03972,NEUTE1DRAFT_69251
FGRAMPH1_01T09979,NCU03971,NEUTE1DRAFT_132027
FGRAMPH1_01T09981,NCU03966,NEUTE1DRAFT_148836
FGRAMPH1_01T09983,NCU03965,NEUTE1DRAFT_103979
FGRAMPH1_01T09991,NCU03969,NEUTE1DRAFT_69259
FGRAMPH1_01T09995,NCU05983,NEUTE1DRAFT_69559
FGRAMPH1_01T09997,NCU05982,NEUTE1DRAFT_69561
FGRAMPH1_01T10001,NCU03968,NEUTE1DRAFT_124763
FGRAMPH1_01T10005,NCU03964,NEUTE1DRAFT_124767
FGRAMPH1_01T10007,NCU03963,NEUTE1DRAFT_69275
FGRAMPH1_01T10045,NCU04764,NEUTE1DRAFT_87119
FGRAMPH1_01T10047,NCU04765,NEUTE1DRAFT_124415
FGRAMPH1_01T10051,NCU04766,NEUTE1DRAFT_87125
FGRAMPH1_01T10055,NCU10905,NEUTE1DRAFT_68429
FGRAMPH1_01T10057,NCU04762,NEUTE1DRAFT_148503
FGRAMPH1_01T10059,NCU04761,NEUTE1DRAFT_87110
FGRAMPH1_01T10065,NCU04779,NEUTE1DRAFT_118058
FGRAMPH1_01T10067,NCU04780,NEUTE1DRAFT_68471
FGRAMPH1_01T10069,NCU04781,NEUTE1DRAFT_95973
FGRAMPH1_01T10079,NCU04825,NEUTE1DRAFT_124466
FGRAMPH1_01T10085,NCU04784,NEUTE1DRAFT_131732
FGRAMPH1_01T10087,NCU04083,NEUTE1DRAFT_124657
FGRAMPH1_01T10091,NCU04838,NEUTE1DRAFT_68596
FGRAMPH1_01T10093,NCU04840,NEUTE1DRAFT_148570
FGRAMPH1_01T10097,NCU03192,NEUTE1DRAFT_91142
FGRAMPH1_01T10099,NCU09193,NEUTE1DRAFT_125873
FGRAMPH1_01T10107,NCU00554,NEUTE1DRAFT_92891
FGRAMPH1_01T10113,NCU01974,NEUTE1DRAFT_89508
FGRAMPH1_01T10115,NCU01971,NEUTE1DRAFT_89515
FGRAMPH1_01T10125,NCU08190,NEUTE1DRAFT_64101
FGRAMPH1_01T10131,NCU02164,NEUTE1DRAFT_149317
FGRAMPH1_01T10133,NCU01970,NEUTE1DRAFT_118535
FGRAMPH1_01T10135,NCU02165,NEUTE1DRAFT_89086
FGRAMPH1_01T10137,NCU02127,NEUTE1DRAFT_70482
FGRAMPH1_01T10145,NCU02130,NEUTE1DRAFT_125280
FGRAMPH1_01T10147,NCU02120,NEUTE1DRAFT_132511
FGRAMPH1_01T10149,NCU10232,NEUTE1DRAFT_141550
FGRAMPH1_01T10161,NCU00654,NEUTE1DRAFT_150892
FGRAMPH1_01T10163,NCU00656,NEUTE1DRAFT_133965
FGRAMPH1_01T10173,NCU00657,NEUTE1DRAFT_51737
FGRAMPH1_01T10177,NCU02013,NEUTE1DRAFT_70733
FGRAMPH1_01T10179,NCU02014,NEUTE1DRAFT_125395
FGRAMPH1_01T10183,NCU02016,NEUTE1DRAFT_96430
FGRAMPH1_01T10185,NCU02004,NEUTE1DRAFT_89443
FGRAMPH1_01T10211,NCU00632,NEUTE1DRAFT_126877
FGRAMPH1_01T10215,NCU00628,NEUTE1DRAFT_126873
FGRAMPH1_01T10239,NCU00572,NEUTE1DRAFT_133903
FGRAMPH1_01T10241,NCU00571,NEUTE1DRAFT_74231
FGRAMPH1_01T10245,NCU00569,NEUTE1DRAFT_74227
FGRAMPH1_01T10251,NCU02137,NEUTE1DRAFT_89145
FGRAMPH1_01T10255,NCU02112,NEUTE1DRAFT_70523
FGRAMPH1_01T10261,NCU00636,NEUTE1DRAFT_126880
FGRAMPH1_01T10265,NCU00634,NEUTE1DRAFT_119247
FGRAMPH1_01T10273,NCU02595,NEUTE1DRAFT_92009
FGRAMPH1_01T10275,NCU02594,NEUTE1DRAFT_73314
FGRAMPH1_01T10277,NCU03156,NEUTE1DRAFT_118876
FGRAMPH1_01T10293,NCU00666,NEUTE1DRAFT_93136
FGRAMPH1_01T10309,NCU03170,NEUTE1DRAFT_126117
FGRAMPH1_01T10311,NCU03169,NEUTE1DRAFT_150150
FGRAMPH1_01T10325,NCU03175,NEUTE1DRAFT_133252
FGRAMPH1_01T10331,NCU03174,NEUTE1DRAFT_126113
FGRAMPH1_01T10335,NCU07446,NEUTE1DRAFT_149253
FGRAMPH1_01T10337,NCU07445,NEUTE1DRAFT_88950
FGRAMPH1_01T10345,NCU09094,NEUTE1DRAFT_132447
FGRAMPH1_01T10347,NCU09095,NEUTE1DRAFT_149291
FGRAMPH1_01T10349,NCU09097,NEUTE1DRAFT_70355
FGRAMPH1_01T10353,NCU09873,NEUTE1DRAFT_87654
FGRAMPH1_01T10361,NCU04789,NEUTE1DRAFT_87178
FGRAMPH1_01T10363,NCU10012,NEUTE1DRAFT_148719
FGRAMPH1_01T10383,NCU05979,NEUTE1DRAFT_88248
FGRAMPH1_01T10385,NCU04699,NEUTE1DRAFT_124377
FGRAMPH1_01T10403,NCU03909,NEUTE1DRAFT_49195
FGRAMPH1_01T10407,NCU03911,NEUTE1DRAFT_48330
FGRAMPH1_01T10409,NCU03913,NEUTE1DRAFT_88048
FGRAMPH1_01T10423,NCU03970,NEUTE1DRAFT_124760
FGRAMPH1_01T10429,NCU07061,NEUTE1DRAFT_131661
FGRAMPH1_01T10443,NCU09088,NEUTE1DRAFT_89019
FGRAMPH1_01T10449,NCU00962,NEUTE1DRAFT_149782
FGRAMPH1_01T10459,NCU02033,NEUTE1DRAFT_149435
FGRAMPH1_01T10465,NCU00690,NEUTE1DRAFT_149569
FGRAMPH1_01T10467,NCU00689,NEUTE1DRAFT_132714
FGRAMPH1_01T10471,NCU00693,NEUTE1DRAFT_149573
FGRAMPH1_01T10479,NCU02034,NEUTE1DRAFT_132585
FGRAMPH1_01T10481,NCU02035,NEUTE1DRAFT_89368
FGRAMPH1_01T10483,NCU02036,NEUTE1DRAFT_70677
FGRAMPH1_01T10489,NCU07435,NEUTE1DRAFT_149262
FGRAMPH1_01T10493,NCU07437,NEUTE1DRAFT_118422
FGRAMPH1_01T10495,NCU07438,NEUTE1DRAFT_125189
FGRAMPH1_01T10499,NCU07440,NEUTE1DRAFT_125187
FGRAMPH1_01T10501,NCU07441,NEUTE1DRAFT_53388
FGRAMPH1_01T10503,NCU09091,NEUTE1DRAFT_89024
FGRAMPH1_01T10505,NCU09092,NEUTE1DRAFT_104573
FGRAMPH1_01T10515,NCU09078,NEUTE1DRAFT_125214
FGRAMPH1_01T10527,NCU01966,NEUTE1DRAFT_54313
FGRAMPH1_01T10529,NCU01967,NEUTE1DRAFT_149495
FGRAMPH1_01T10531,NCU01969,NEUTE1DRAFT_125438
FGRAMPH1_01T10539,NCU03147,NEUTE1DRAFT_53805
FGRAMPH1_01T10541,NCU03148,NEUTE1DRAFT_118880
FGRAMPH1_01T10543,NCU03149,NEUTE1DRAFT_126133
FGRAMPH1_01T10561,NCU16448,NEUTE1DRAFT_133943
FGRAMPH1_01T10573,NCU00591,NEUTE1DRAFT_150843
FGRAMPH1_01T10575,NCU00590,NEUTE1DRAFT_74278
FGRAMPH1_01T10581,NCU00586,NEUTE1DRAFT_92972
FGRAMPH1_01T10583,NCU00596,NEUTE1DRAFT_92991
FGRAMPH1_01T10587,NCU07432,NEUTE1DRAFT_88973
FGRAMPH1_01T10605,NCU10007,NEUTE1DRAFT_113578
FGRAMPH1_01T10609,NCU09065,NEUTE1DRAFT_125203
FGRAMPH1_01T10613,NCU00621,NEUTE1DRAFT_74339
FGRAMPH1_01T10623,NCU01995,NEUTE1DRAFT_125412
FGRAMPH1_01T10625,NCU01996,NEUTE1DRAFT_132620
FGRAMPH1_01T10635,NCU01991,NEUTE1DRAFT_70786
FGRAMPH1_01T10637,NCU16330,NEUTE1DRAFT_149334
FGRAMPH1_01T10639,NCU10008,NEUTE1DRAFT_113579
FGRAMPH1_01T10641,NCU02182,NEUTE1DRAFT_70375
FGRAMPH1_01T10643,NCU02181,NEUTE1DRAFT_118448
FGRAMPH1_01T10653,NCU02177,NEUTE1DRAFT_125241
FGRAMPH1_01T10655,NCU00550,NEUTE1DRAFT_150806
FGRAMPH1_01T10659,NCU02134,NEUTE1DRAFT_70467
FGRAMPH1_01T10667,NCU02149,NEUTE1DRAFT_70442
FGRAMPH1_01T10689,NCU02644,NEUTE1DRAFT_150425
FGRAMPH1_01T10699,NCU08333,NEUTE1DRAFT_125878
FGRAMPH1_01T10705,NCU09191,NEUTE1DRAFT_71883
FGRAMPH1_01T10707,NCU02139,NEUTE1DRAFT_70457
FGRAMPH1_01T10709,NCU02651,NEUTE1DRAFT_73208
FGRAMPH1_01T10721,NCU03906,NEUTE1DRAFT_148878
FGRAMPH1_01T10723,NCU03907,NEUTE1DRAFT_124807
FGRAMPH1_01T10727,NCU07057,NEUTE1DRAFT_86983
FGRAMPH1_01T10729,NCU04750,NEUTE1DRAFT_87089
FGRAMPH1_01T10733,NCU05992,NEUTE1DRAFT_88222
FGRAMPH1_01T10735,NCU03925,NEUTE1DRAFT_69350
FGRAMPH1_01T10745,NCU17061,NEUTE1DRAFT_15881
FGRAMPH1_01T10747,NCU07078,NEUTE1DRAFT_86935
FGRAMPH1_01T10749,NCU07076,NEUTE1DRAFT_103465
FGRAMPH1_01T10753,NCU07058,NEUTE1DRAFT_86982
FGRAMPH1_01T10755,NCU04817,NEUTE1DRAFT_87247
FGRAMPH1_01T10759,NCU04018,NEUTE1DRAFT_50222
FGRAMPH1_01T10765,NCU17116,NEUTE1DRAFT_118196
FGRAMPH1_01T10773,NCU05985,NEUTE1DRAFT_132129
FGRAMPH1_01T10775,NCU11215,NEUTE1DRAFT_148933
FGRAMPH1_01T10781,NCU05996,NEUTE1DRAFT_88208
FGRAMPH1_01T10787,NCU06001,NEUTE1DRAFT_96190
FGRAMPH1_01T10789,NCU06003,NEUTE1DRAFT_88199
FGRAMPH1_01T10793,NCU00576,NEUTE1DRAFT_92946
FGRAMPH1_01T10795,NCU00577,NEUTE1DRAFT_126831
FGRAMPH1_01T10799,NCU00568,NEUTE1DRAFT_92923
FGRAMPH1_01T10801,NCU00581,NEUTE1DRAFT_74258
FGRAMPH1_01T10811,NCU00624,NEUTE1DRAFT_74347
FGRAMPH1_01T10813,NCU11187,NEUTE1DRAFT_150870
FGRAMPH1_01T10815,NCU09104,NEUTE1DRAFT_149300
FGRAMPH1_01T10819,NCU02187,NEUTE1DRAFT_118446
FGRAMPH1_01T10821,NCU02172,NEUTE1DRAFT_89077
FGRAMPH1_01T10855,NCU09070,NEUTE1DRAFT_88996
FGRAMPH1_01T10859,NCU09090,NEUTE1DRAFT_70340
FGRAMPH1_01T10863,NCU09101,NEUTE1DRAFT_132453
FGRAMPH1_01T10865,NCU09100,NEUTE1DRAFT_132452
FGRAMPH1_01T10867,NCU02949,NEUTE1DRAFT_133775
FGRAMPH1_01T10875,NCU09098,NEUTE1DRAFT_70359
FGRAMPH1_01T10879,NCU02002,NEUTE1DRAFT_89448
FGRAMPH1_01T10881,NCU02001,NEUTE1DRAFT_118524
FGRAMPH1_01T10883,NCU02000,NEUTE1DRAFT_18609
FGRAMPH1_01T10885,NCU01999,NEUTE1DRAFT_125408
FGRAMPH1_01T10891,NCU00556,NEUTE1DRAFT_92899
FGRAMPH1_01T10903,NCU00675,NEUTE1DRAFT_89673
FGRAMPH1_01T10967,NCU01992,NEUTE1DRAFT_70784
FGRAMPH1_01T10969,NCU00676,NEUTE1DRAFT_89676
FGRAMPH1_01T10975,NCU10687,NEUTE1DRAFT_70453
FGRAMPH1_01T10979,NCU02147,NEUTE1DRAFT_89133
FGRAMPH1_01T10983,NCU07287,NEUTE1DRAFT_94497
FGRAMPH1_01T10987,NCU02169,NEUTE1DRAFT_149313
FGRAMPH1_01T10989,NCU00680,NEUTE1DRAFT_118571
FGRAMPH1_01T11015,NCU02161,NEUTE1DRAFT_55620
FGRAMPH1_01T11017,NCU02162,NEUTE1DRAFT_89091
FGRAMPH1_01T11031,NCU16328,NEUTE1DRAFT_125262
FGRAMPH1_01T11035,NCU02156,NEUTE1DRAFT_132481
FGRAMPH1_01T11037,NCU02157,NEUTE1DRAFT_89102
FGRAMPH1_01T11049,NCU02152,NEUTE1DRAFT_132485
FGRAMPH1_01T11053,NCU04127,NEUTE1DRAFT_93606
FGRAMPH1_01T11055,NCU02151,NEUTE1DRAFT_149330
FGRAMPH1_01T11057,NCU01990,NEUTE1DRAFT_89477
FGRAMPH1_01T11059,NCU01984,NEUTE1DRAFT_70796
FGRAMPH1_01T11061,NCU01985,NEUTE1DRAFT_118529
FGRAMPH1_01T11069,NCU01980,NEUTE1DRAFT_89496
FGRAMPH1_01T11071,NCU01981,NEUTE1DRAFT_70806
FGRAMPH1_01T11073,NCU01982,NEUTE1DRAFT_125422
FGRAMPH1_01T11085,NCU01977,NEUTE1DRAFT_125428
FGRAMPH1_01T11087,NCU01983,NEUTE1DRAFT_51564
FGRAMPH1_01T11089,NCU01975,NEUTE1DRAFT_132638
FGRAMPH1_01T11091,NCU01963,NEUTE1DRAFT_149499
FGRAMPH1_01T11093,NCU01962,NEUTE1DRAFT_118541
FGRAMPH1_01T11095,NCU01961,NEUTE1DRAFT_149501
FGRAMPH1_01T11101,NCU01958,NEUTE1DRAFT_89543
FGRAMPH1_01T11109,NCU01956,NEUTE1DRAFT_70857
FGRAMPH1_01T11111,NCU01948,NEUTE1DRAFT_89567
FGRAMPH1_01T11115,NCU01950,NEUTE1DRAFT_149508
FGRAMPH1_01T11119,NCU01944,NEUTE1DRAFT_70883
FGRAMPH1_01T11121,NCU01955,NEUTE1DRAFT_89550
FGRAMPH1_01T11123,NCU01954,NEUTE1DRAFT_14975
FGRAMPH1_01T11133,NCU01953,NEUTE1DRAFT_132656
FGRAMPH1_01T11137,NCU01947,NEUTE1DRAFT_132661
FGRAMPH1_01T11145,NCU02516,NEUTE1DRAFT_133630
FGRAMPH1_01T11151,NCU01945,NEUTE1DRAFT_55104
FGRAMPH1_01T11161,NCU01938,NEUTE1DRAFT_50677
FGRAMPH1_01T11179,NCU01917,NEUTE1DRAFT_149534
FGRAMPH1_01T11181,NCU01918,NEUTE1DRAFT_70925
FGRAMPH1_01T11183,NCU01919,NEUTE1DRAFT_70922
FGRAMPH1_01T11185,NCU01920,NEUTE1DRAFT_125477
FGRAMPH1_01T11187,NCU11201,NEUTE1DRAFT_149530
FGRAMPH1_01T11207,NCU01926,NEUTE1DRAFT_118556
FGRAMPH1_01T11209,NCU01927,NEUTE1DRAFT_70910
FGRAMPH1_01T11211,NCU01928,NEUTE1DRAFT_70908
FGRAMPH1_01T11219,NCU01931,NEUTE1DRAFT_70900
FGRAMPH1_01T11225,NCU01913,NEUTE1DRAFT_149536
FGRAMPH1_01T11231,NCU01911,NEUTE1DRAFT_92454
FGRAMPH1_01T11237,NCU01908,NEUTE1DRAFT_92450
FGRAMPH1_01T11239,NCU01907,NEUTE1DRAFT_73751
FGRAMPH1_01T11249,NCU01901,NEUTE1DRAFT_133713
FGRAMPH1_01T11253,NCU01897,NEUTE1DRAFT_92422
FGRAMPH1_01T11257,NCU01894,NEUTE1DRAFT_92413
FGRAMPH1_01T11265,NCU01893,NEUTE1DRAFT_150622
FGRAMPH1_01T11267,NCU01884,NEUTE1DRAFT_92403
FGRAMPH1_01T11271,NCU01886,NEUTE1DRAFT_92405
FGRAMPH1_01T11289,NCU07539,NEUTE1DRAFT_122563
FGRAMPH1_01T11291,NCU01859,NEUTE1DRAFT_119124
FGRAMPH1_01T11293,NCU01858,NEUTE1DRAFT_73667
FGRAMPH1_01T11295,NCU01856,NEUTE1DRAFT_73663
FGRAMPH1_01T11297,NCU01854,NEUTE1DRAFT_119120
FGRAMPH1_01T11301,NCU03004,NEUTE1DRAFT_92673
FGRAMPH1_01T11305,NCU03007,NEUTE1DRAFT_133812
FGRAMPH1_01T11309,NCU03009,NEUTE1DRAFT_126731
FGRAMPH1_01T11315,NCU09973,NEUTE1DRAFT_92343
FGRAMPH1_01T11317,NCU09972,NEUTE1DRAFT_126586
FGRAMPH1_01T11319,NCU01865,NEUTE1DRAFT_92379
FGRAMPH1_01T11323,NCU01862,NEUTE1DRAFT_150605
FGRAMPH1_01T11327,NCU01878,NEUTE1DRAFT_115098
FGRAMPH1_01T11329,NCU01879,NEUTE1DRAFT_92393
FGRAMPH1_01T11337,NCU09203,NEUTE1DRAFT_71860
FGRAMPH1_01T11339,NCU09204,NEUTE1DRAFT_125864
FGRAMPH1_01T11345,NCU09208,NEUTE1DRAFT_90540
FGRAMPH1_01T11355,NCU01850,NEUTE1DRAFT_55611
FGRAMPH1_01T11359,NCU07345,NEUTE1DRAFT_90331
FGRAMPH1_01T11369,NCU00880,NEUTE1DRAFT_125653
FGRAMPH1_01T11389,NCU07068,NEUTE1DRAFT_148441
FGRAMPH1_01T11391,NCU09160,NEUTE1DRAFT_80735
FGRAMPH1_01T11501,NCU05142,NEUTE1DRAFT_88391
FGRAMPH1_01T11681,NCU10156,NEUTE1DRAFT_107863
FGRAMPH1_01T11695,NCU05540,NEUTE1DRAFT_68852
FGRAMPH1_01T11703,NCU05619,NEUTE1DRAFT_124533
FGRAMPH1_01T11717,NCU02243,NEUTE1DRAFT_67638
FGRAMPH1_01T11765,NCU06513,NEUTE1DRAFT_120779
FGRAMPH1_01T11885,NCU04197,NEUTE1DRAFT_115698
FGRAMPH1_01T11903,NCU10572,NEUTE1DRAFT_116200
FGRAMPH1_01T11933,NCU09170,NEUTE1DRAFT_129281
FGRAMPH1_01T11971,NCU00552,NEUTE1DRAFT_92886
FGRAMPH1_01T11973,NCU00585,NEUTE1DRAFT_53791
FGRAMPH1_01T12023,NCU08748,NEUTE1DRAFT_122772
FGRAMPH1_01T12063,NCU16606,NEUTE1DRAFT_80703
FGRAMPH1_01T12079,NCU00332,NEUTE1DRAFT_122347
FGRAMPH1_01T12089,NCU09909,NEUTE1DRAFT_88709
FGRAMPH1_01T12125,NCU04483,NEUTE1DRAFT_145354
FGRAMPH1_01T12131,NCU08780,NEUTE1DRAFT_138203
FGRAMPH1_01T12153,NCU07007,NEUTE1DRAFT_39966
FGRAMPH1_01T12421,NCU05454,NEUTE1DRAFT_130628
FGRAMPH1_01T12443,NCU07112,NEUTE1DRAFT_68211
FGRAMPH1_01T12625,NCU06018,NEUTE1DRAFT_123893
FGRAMPH1_01T12701,NCU09759,NEUTE1DRAFT_83038
FGRAMPH1_01T12743,NCU04887,NEUTE1DRAFT_144873
FGRAMPH1_01T12761,NCU09167,NEUTE1DRAFT_145938
FGRAMPH1_01T12921,NCU03294,NEUTE1DRAFT_54329
FGRAMPH1_01T13035,NCU09676,NEUTE1DRAFT_58863
FGRAMPH1_01T13077,NCU05511,NEUTE1DRAFT_50119
FGRAMPH1_01T13193,NCU07324,NEUTE1DRAFT_40515
FGRAMPH1_01T13331,NCU07351,NEUTE1DRAFT_90344
FGRAMPH1_01T13405,NCU09633,NEUTE1DRAFT_139228
FGRAMPH1_01T13407,NCU09634,NEUTE1DRAFT_43879
FGRAMPH1_01T13453,NCU06320,NEUTE1DRAFT_99411
FGRAMPH1_01T13473,NCU09990,NEUTE1DRAFT_147672
FGRAMPH1_01T13481,NCU08162,NEUTE1DRAFT_86523
FGRAMPH1_01T13537,NCU01855,NEUTE1DRAFT_92358
FGRAMPH1_01T13683,NCU04318,NEUTE1DRAFT_15063
FGRAMPH1_01T13747,NCU07273,NEUTE1DRAFT_61318
FGRAMPH1_01T13769,NCU09775,NEUTE1DRAFT_117207
FGRAMPH1_01T13839,NCU01055,NEUTE1DRAFT_34669
FGRAMPH1_01T13867,NCU02923,NEUTE1DRAFT_119162
FGRAMPH1_01T13981,NCU08522,NEUTE1DRAFT_130091
FGRAMPH1_01T13983,NCU08523,NEUTE1DRAFT_82884
FGRAMPH1_01T14027,NCU05143,NEUTE1DRAFT_48996
FGRAMPH1_01T14129,NCU08457,NEUTE1DRAFT_83304
FGRAMPH1_01T14167,NCU04505,NEUTE1DRAFT_128716
FGRAMPH1_01T14169,NCU07910,NEUTE1DRAFT_116279
FGRAMPH1_01T14171,NCU07911,NEUTE1DRAFT_120766
FGRAMPH1_01T14199,NCU16511,NEUTE1DRAFT_147510
FGRAMPH1_01T14201,NCU07913,NEUTE1DRAFT_116278
FGRAMPH1_01T14205,NCU07914,NEUTE1DRAFT_116277
FGRAMPH1_01T14219,NCU05182,NEUTE1DRAFT_80619
FGRAMPH1_01T14223,NCU04519,NEUTE1DRAFT_145320
FGRAMPH1_01T14225,NCU07921,NEUTE1DRAFT_40112
FGRAMPH1_01T14227,NCU04520,NEUTE1DRAFT_40570
FGRAMPH1_01T14265,NCU09683,NEUTE1DRAFT_77557
FGRAMPH1_01T14287,NCU04503,NEUTE1DRAFT_79244
FGRAMPH1_01T14293,NCU04512,NEUTE1DRAFT_99457
FGRAMPH1_01T14295,NCU04511,NEUTE1DRAFT_79220
FGRAMPH1_01T14309,NCU04508,NEUTE1DRAFT_99462
